1 1 0.0023 0.0003 100.0 518.67 643.02 1585.29 1398.21 14.62 21.61 553.90 2388.04 9050.17 1.30 47.20 521.72 2388.03 8125.55 8.4052 0.03 392 2388 100.00 38.86 23.3735  
1 2 -0.0027 -0.0003 100.0 518.67 641.71 1588.45 1395.42 14.62 21.61 554.85 2388.01 9054.42 1.30 47.50 522.16 2388.06 8139.62 8.3803 0.03 393 2388 100.00 39.02 23.3916  
1 3 0.0003 0.0001 100.0 518.67 642.46 1586.94 1401.34 14.62 21.61 554.11 2388.05 9056.96 1.30 47.50 521.97 2388.03 8130.10 8.4441 0.03 393 2388 100.00 39.08 23.4166  
1 4 0.0042 0.0000 100.0 518.67 642.44 1584.12 1406.42 14.62 21.61 554.07 2388.03 9045.29 1.30 47.28 521.38 2388.05 8132.90 8.3917 0.03 391 2388 100.00 39.00 23.3737  
1 5 0.0014 0.0000 100.0 518.67 642.51 1587.19 1401.92 14.62 21.61 554.16 2388.01 9044.55 1.30 47.31 522.15 2388.03 8129.54 8.4031 0.03 390 2388 100.00 38.99 23.4130  
1 6 0.0012 0.0003 100.0 518.67 642.11 1579.12 1395.13 14.62 21.61 554.22 2388.00 9050.96 1.30 47.26 521.92 2388.08 8127.46 8.4238 0.03 392 2388 100.00 38.91 23.3467  
1 7 -0.0000 0.0002 100.0 518.67 642.11 1583.34 1404.84 14.62 21.61 553.89 2388.05 9051.39 1.30 47.31 522.01 2388.06 8134.97 8.3914 0.03 391 2388 100.00 38.85 23.3952  
1 8 0.0006 -0.0000 100.0 518.67 642.54 1580.89 1400.89 14.62 21.61 553.59 2388.05 9052.86 1.30 47.21 522.09 2388.06 8125.93 8.4213 0.03 393 2388 100.00 39.05 23.3224  
1 9 -0.0036 0.0000 100.0 518.67 641.88 1593.29 1412.28 14.62 21.61 554.49 2388.06 9048.55 1.30 47.37 522.03 2388.05 8134.15 8.4353 0.03 391 2388 100.00 39.10 23.4521  
1 10 -0.0025 -0.0001 100.0 518.67 642.07 1585.25 1398.64 14.62 21.61 554.28 2388.04 9051.95 1.30 47.14 522.00 2388.06 8134.08 8.4093 0.03 391 2388 100.00 38.87 23.3820  
1 11 0.0007 -0.0004 100.0 518.67 642.04 1581.03 1403.83 14.62 21.61 554.69 2388.04 9051.67 1.30 47.23 521.95 2388.06 8132.38 8.3919 0.03 391 2388 100.00 39.06 23.3609  
1 12 0.0026 0.0003 100.0 518.67 642.54 1587.43 1397.82 14.62 21.61 554.35 2388.02 9050.02 1.30 47.27 522.01 2388.06 8132.33 8.3984 0.03 391 2388 100.00 39.11 23.3845  
1 13 -0.0056 0.0003 100.0 518.67 641.94 1589.09 1403.94 14.62 21.61 554.04 2388.02 9045.67 1.30 47.35 522.37 2388.03 8131.12 8.4166 0.03 392 2388 100.00 39.08 23.3677  
1 14 0.0017 -0.0004 100.0 518.67 642.23 1583.16 1402.88 14.62 21.61 554.66 2388.03 9045.30 1.30 47.24 521.95 2388.06 8130.30 8.4293 0.03 392 2388 100.00 39.03 23.4572  
